tweet_id,username,text,tweet_url,tweet_date,hashtag,search_term,lat,long,region
1235348746160033795,Ed Welch,Saudi Arabia Suspends Pilgrimages to Mecca in Attempt to Prevent COVID-19 Outbreak https://beholdisrael.org/saudi-arabia-suspends-pilgrimages-to-mecca-in-attempt-to-prevent-covid-19-outbreak/ …,https://twitter.com/dsrved759/status/1235348746160033795,2020-03-04 23:37:47,[],COVID,32.7157,-117.1611,SD
1235279290855350272,Barry,Wash your hands people!!! #Covid_19 #CoronavirusOutbreak #WednesdayThoughts,https://twitter.com/Daat_Duude/status/1235279290855350272,2020-03-04 19:01:47,"['Covid_19', 'CoronavirusOutbreak', 'WednesdayThoughts']",COVID,32.7157,-117.1611,SD
1235206051441467392,Misha Vanamonde,"So what if Biden and Sanders, both rickety old white men, fall over before the convention with either COVID-19 or some old man condition ?",https://twitter.com/MysterMyke/status/1235206051441467392,2020-03-04 14:10:46,[],COVID,32.7157,-117.1611,SD
1235014010812141570,LaPlayaBooks,"With covid, Super Tuesday, and Taco Tuesday on our minds, what’s top of these booksellers’ minds? SAN DIEGO BOOK CRAWL!!!!!! Last weekend in April bookies! Stay tuned and follow sdbookcrawl for updates! (La Playa… https://www.instagram.com/p/B9SxNacHl5U/?igshid=nqahucmdagzw …",https://twitter.com/laplayabooks/status/1235014010812141570,2020-03-04 01:27:40,[],COVID,32.7157,-117.1611,SD
1235010324824297472,Scripps Health,"The best defense against the spread of illnesses like 2019 novel #coronavirus (COVID-19) is good hygiene. To protect yourself and others, you can wash your hands, cover coughs and sneezes, avoid contact with those who are ill and more. Learn more: http://www.scripps.org/6882t pic.twitter.com/9sodX3hmg1",https://twitter.com/ScrippsHealth/status/1235010324824297472,2020-03-04 01:13:01,['coronavirus'],COVID,32.7157,-117.1611,SD
1235006604832960514,David Edelman,"Oh, what the hell—I didn’t have anything planned for April anyway. If COVID-19 doesn’t get me first, a date with an extraterrestrial Death-Rock might be just the thing.",https://twitter.com/DoctorOcto/status/1235006604832960514,2020-03-04 00:58:14,[],COVID,32.7157,-117.1611,SD
1234998859463413760,Agnes | Travel on the Reg,"When I was still teaching, I had this middle schooler who wrote the most beautiful poetry. She’d also blow her nose right into her sweater...at the collar, not even the sleeve. That is all. #Covid_19",https://twitter.com/travelonthereg/status/1234998859463413760,2020-03-04 00:27:27,['Covid_19'],COVID,32.7157,-117.1611,SD
1235348746160033795,Ed Welch,Saudi Arabia Suspends Pilgrimages to Mecca in Attempt to Prevent COVID-19 Outbreak https://beholdisrael.org/saudi-arabia-suspends-pilgrimages-to-mecca-in-attempt-to-prevent-covid-19-outbreak/ …,https://twitter.com/dsrved759/status/1235348746160033795,2020-03-04 23:37:47,[],COVID,32.7157,-117.1611,SD
1235279290855350272,Barry,Wash your hands people!!! #Covid_19 #CoronavirusOutbreak #WednesdayThoughts,https://twitter.com/Daat_Duude/status/1235279290855350272,2020-03-04 19:01:47,"['Covid_19', 'CoronavirusOutbreak', 'WednesdayThoughts']",COVID,32.7157,-117.1611,SD
1235206051441467392,Misha Vanamonde,"So what if Biden and Sanders, both rickety old white men, fall over before the convention with either COVID-19 or some old man condition ?",https://twitter.com/MysterMyke/status/1235206051441467392,2020-03-04 14:10:46,[],COVID,32.7157,-117.1611,SD
1235014010812141570,LaPlayaBooks,"With covid, Super Tuesday, and Taco Tuesday on our minds, what’s top of these booksellers’ minds? SAN DIEGO BOOK CRAWL!!!!!! Last weekend in April bookies! Stay tuned and follow sdbookcrawl for updates! (La Playa… https://www.instagram.com/p/B9SxNacHl5U/?igshid=nqahucmdagzw …",https://twitter.com/laplayabooks/status/1235014010812141570,2020-03-04 01:27:40,[],COVID,32.7157,-117.1611,SD
1235010324824297472,Scripps Health,"The best defense against the spread of illnesses like 2019 novel #coronavirus (COVID-19) is good hygiene. To protect yourself and others, you can wash your hands, cover coughs and sneezes, avoid contact with those who are ill and more. Learn more: http://www.scripps.org/6882t pic.twitter.com/9sodX3hmg1",https://twitter.com/ScrippsHealth/status/1235010324824297472,2020-03-04 01:13:01,['coronavirus'],COVID,32.7157,-117.1611,SD
1235006604832960514,David Edelman,"Oh, what the hell—I didn’t have anything planned for April anyway. If COVID-19 doesn’t get me first, a date with an extraterrestrial Death-Rock might be just the thing.",https://twitter.com/DoctorOcto/status/1235006604832960514,2020-03-04 00:58:14,[],COVID,32.7157,-117.1611,SD
1234998859463413760,Agnes | Travel on the Reg,"When I was still teaching, I had this middle schooler who wrote the most beautiful poetry. She’d also blow her nose right into her sweater...at the collar, not even the sleeve. That is all. #Covid_19",https://twitter.com/travelonthereg/status/1234998859463413760,2020-03-04 00:27:27,['Covid_19'],COVID,32.7157,-117.1611,SD
1235704133727817728,makusan a.k.a. Piemonte Calcio Fan,Imagine if Covid-19 was really a marketing exploit to promote RE3 #ResidentEvil,https://twitter.com/shotbymaku/status/1235704133727817728,2020-03-05 23:09:58,['ResidentEvil'],COVID,32.7157,-117.1611,SD
1235670374773219328,Brandon Lewis,"5 Chula Vista AT&T retail workers in self-quarantine for 14 days after a co-worker returned from Italy, went to work and then tested presumptive positive for COVID-19. The store, and 5 others were closed, cleaned and re-opened.",https://twitter.com/BrandonNews8/status/1235670374773219328,2020-03-05 20:55:49,[],COVID,32.7157,-117.1611,SD
1235605827039313925,vic,"my bio professor said she gunna lecture today on viral infections so that our class can stop panicking over the covid-19 coronavirus.. smh im not going, im not finna wasting 2 hours of my day listening to my classmates ask idiotic questions all bc they believe in false media..",https://twitter.com/victtoriaaabri/status/1235605827039313925,2020-03-05 16:39:20,[],COVID,32.7157,-117.1611,SD
1235576779177246720,Judy Pitcher 👀🌊🇺🇸,"He said in an interview last night that you could go to work if you had a mild case of COVID-19.
Dangerous and completely false.",https://twitter.com/judypit/status/1235576779177246720,2020-03-05 14:43:54,[],COVID,32.7157,-117.1611,SD
1235482006999334912,JIM BROWN Oceanside,"This would be a good time to have a Planner in Chief ready to step up and take it from here.  I’m aligned the values and intentions of Pete. But as we lurch towards a point of no return, in this moment, I wish Liz was in charge.  #COVID",https://twitter.com/JimBrownBlue/status/1235482006999334912,2020-03-05 08:27:19,['COVID'],COVID,32.7157,-117.1611,SD
1235386809250537474,Stanley Maloy,"@MingTsou pointed out interesting differences in public health recommendations for COVID-19 in US vs Taiwan vs Singapore RE face masks, identifying locations of patients, and stigmatization",https://twitter.com/Typhi/status/1235386809250537474,2020-03-05 02:09:02,[],COVID,32.7157,-117.1611,SD
1235384094134947840,"CONSTITUTION, MAN 🇺🇸","https://youtu.be/O7X5voF93pc . This covid 19 will catch up to HIV in another twenty years. The only difference is the age demographic will be broader. Meaning its useful to divide people on a scale that their pushed into each other less afraid of the mortality that doesn't exist, sold",https://twitter.com/stephenrodak2/status/1235384094134947840,2020-03-05 01:58:15,[],COVID,32.7157,-117.1611,SD
1235380438006300672,JIM BROWN Oceanside,It will a lonely time for residents of care facilities. #COVID – at Vista Farmers Market,https://twitter.com/JimBrownBlue/status/1235380438006300672,2020-03-05 01:43:43,['COVID'],COVID,32.7157,-117.1611,SD
1235704133727817728,makusan a.k.a. Piemonte Calcio Fan,Imagine if Covid-19 was really a marketing exploit to promote RE3 #ResidentEvil,https://twitter.com/shotbymaku/status/1235704133727817728,2020-03-05 23:09:58,['ResidentEvil'],COVID,32.7157,-117.1611,SD
1235670374773219328,Brandon Lewis,"5 Chula Vista AT&T retail workers in self-quarantine for 14 days after a co-worker returned from Italy, went to work and then tested presumptive positive for COVID-19. The store, and 5 others were closed, cleaned and re-opened.",https://twitter.com/BrandonNews8/status/1235670374773219328,2020-03-05 20:55:49,[],COVID,32.7157,-117.1611,SD
1235605827039313925,vic,"my bio professor said she gunna lecture today on viral infections so that our class can stop panicking over the covid-19 coronavirus.. smh im not going, im not finna wasting 2 hours of my day listening to my classmates ask idiotic questions all bc they believe in false media..",https://twitter.com/victtoriaaabri/status/1235605827039313925,2020-03-05 16:39:20,[],COVID,32.7157,-117.1611,SD
1235576779177246720,Judy Pitcher 👀🌊🇺🇸,"He said in an interview last night that you could go to work if you had a mild case of COVID-19.
Dangerous and completely false.",https://twitter.com/judypit/status/1235576779177246720,2020-03-05 14:43:54,[],COVID,32.7157,-117.1611,SD
1235482006999334912,JIM BROWN Oceanside,"This would be a good time to have a Planner in Chief ready to step up and take it from here.  I’m aligned the values and intentions of Pete. But as we lurch towards a point of no return, in this moment, I wish Liz was in charge.  #COVID",https://twitter.com/JimBrownBlue/status/1235482006999334912,2020-03-05 08:27:19,['COVID'],COVID,32.7157,-117.1611,SD
1235386809250537474,Stanley Maloy,"@MingTsou pointed out interesting differences in public health recommendations for COVID-19 in US vs Taiwan vs Singapore RE face masks, identifying locations of patients, and stigmatization",https://twitter.com/Typhi/status/1235386809250537474,2020-03-05 02:09:02,[],COVID,32.7157,-117.1611,SD
1235384094134947840,"CONSTITUTION, MAN 🇺🇸","https://youtu.be/O7X5voF93pc . This covid 19 will catch up to HIV in another twenty years. The only difference is the age demographic will be broader. Meaning its useful to divide people on a scale that their pushed into each other less afraid of the mortality that doesn't exist, sold",https://twitter.com/stephenrodak2/status/1235384094134947840,2020-03-05 01:58:15,[],COVID,32.7157,-117.1611,SD
1235380438006300672,JIM BROWN Oceanside,It will a lonely time for residents of care facilities. #COVID – at Vista Farmers Market,https://twitter.com/JimBrownBlue/status/1235380438006300672,2020-03-05 01:43:43,['COVID'],COVID,32.7157,-117.1611,SD
1234625539379302400,SunnySD86,"What I’m interested in at this point is a summary profile of the people dying. 
- how old are they
- did they have other medical conditions 
- where did they contract #COVID-19 
Reporting numbers without further info creates panic. #coronavirus",https://twitter.com/AztecProud/status/1234625539379302400,2020-03-02 23:44:01,"['COVID', 'coronavirus']",COVID,32.7157,-117.1611,SD
1234588333998661633,Donald (Not trump) ✊🏻✊🏽✊🏿🏳️‍🌈,I look forward to you visiting the COVID-19 patients! https://twitter.com/realDonaldTrump/status/522394479429689344 …,https://twitter.com/DonaldNotTrump_/status/1234588333998661633,2020-03-02 21:16:11,[],COVID,32.7157,-117.1611,SD
1234564786530078720,Eddie Phanichkul 💮,"If everyone gets Covid 19 and has to go to the hospital, but no one can afford the hospital... Is healthcare the next bubble to burst?",https://twitter.com/officialeddiep/status/1234564786530078720,2020-03-02 19:42:36,[],COVID,32.7157,-117.1611,SD
1234523489194741760,Charlie Meredith,Sounds like a great way to use the Covid 19 scare to save a lot of money too. https://twitter.com/businessinsider/status/1234523175037341696 …,https://twitter.com/chbmeredith/status/1234523489194741760,2020-03-02 16:58:30,[],COVID,32.7157,-117.1611,SD
1234501798951436290,Joseph Fountain Ed.D,"According to the CDC 10/01/2019-02/22/2020. 32-45 million flu cases. 14-21 million hospital visits. 18,000-46,000 deaths. Covid at today's rate of deaths is 3%. That means we would see 92,000 to 135,000 deaths. The infection of covid could be as high as 27%. 94.5M- 70k deaths?",https://twitter.com/DrJoe4congress/status/1234501798951436290,2020-03-02 15:32:19,[],COVID,32.7157,-117.1611,SD
1234489868044165121,JunkRatNews,"Uncanny.  This isn't proof of a direct  connection, but kind of freaky to think about.  
#wuhan #CoronaVirusCanada #coronavirus #COVID19 #covid #cov19 #pandemic #outbreak #5gpic.twitter.com/vSqjcXn8pj",https://twitter.com/JunkRatNews/status/1234489868044165121,2020-03-02 14:44:54,"['wuhan', 'CoronaVirusCanada', 'coronavirus', 'COVID19', 'covid', 'cov19', 'pandemic', 'outbreak', '5gpic']",COVID,32.7157,-117.1611,SD
1234338512209469440,Penultimate,"WHO released a draft landscape of potential Vaccine manufacturers. $IBIO $INO $JNJ among others are on the list. DRAFT landscape of COVID-19 candidate vaccines. 29th February 2020. 31 candidate vaccines listed
https://www.who.int/blueprint/priority-diseases/key-action/novel-coronavirus-landscape-ncov.pdf?ua=1 …",https://twitter.com/DouglasHayes82/status/1234338512209469440,2020-03-02 04:43:28,[],COVID,32.7157,-117.1611,SD
1234625539379302400,SunnySD86,"What I’m interested in at this point is a summary profile of the people dying. 
- how old are they
- did they have other medical conditions 
- where did they contract #COVID-19 
Reporting numbers without further info creates panic. #coronavirus",https://twitter.com/AztecProud/status/1234625539379302400,2020-03-02 23:44:01,"['COVID', 'coronavirus']",COVID,32.7157,-117.1611,SD
1234588333998661633,Donald (Not trump) ✊🏻✊🏽✊🏿🏳️‍🌈,I look forward to you visiting the COVID-19 patients! https://twitter.com/realDonaldTrump/status/522394479429689344 …,https://twitter.com/DonaldNotTrump_/status/1234588333998661633,2020-03-02 21:16:11,[],COVID,32.7157,-117.1611,SD
1234564786530078720,Eddie Phanichkul 💮,"If everyone gets Covid 19 and has to go to the hospital, but no one can afford the hospital... Is healthcare the next bubble to burst?",https://twitter.com/officialeddiep/status/1234564786530078720,2020-03-02 19:42:36,[],COVID,32.7157,-117.1611,SD
1234523489194741760,Charlie Meredith,Sounds like a great way to use the Covid 19 scare to save a lot of money too. https://twitter.com/businessinsider/status/1234523175037341696 …,https://twitter.com/chbmeredith/status/1234523489194741760,2020-03-02 16:58:30,[],COVID,32.7157,-117.1611,SD
1234501798951436290,Joseph Fountain Ed.D,"According to the CDC 10/01/2019-02/22/2020. 32-45 million flu cases. 14-21 million hospital visits. 18,000-46,000 deaths. Covid at today's rate of deaths is 3%. That means we would see 92,000 to 135,000 deaths. The infection of covid could be as high as 27%. 94.5M- 70k deaths?",https://twitter.com/DrJoe4congress/status/1234501798951436290,2020-03-02 15:32:19,[],COVID,32.7157,-117.1611,SD
1234489868044165121,JunkRatNews,"Uncanny.  This isn't proof of a direct  connection, but kind of freaky to think about.  
#wuhan #CoronaVirusCanada #coronavirus #COVID19 #covid #cov19 #pandemic #outbreak #5gpic.twitter.com/vSqjcXn8pj",https://twitter.com/JunkRatNews/status/1234489868044165121,2020-03-02 14:44:54,"['wuhan', 'CoronaVirusCanada', 'coronavirus', 'COVID19', 'covid', 'cov19', 'pandemic', 'outbreak', '5gpic']",COVID,32.7157,-117.1611,SD
