tweet_id,username,text,text_html,tweet_date,hashtag,tweet_url,search_term,lat,long,region
1237166163320115201,O'Brien's Irish Pub,"Breaking News! Covid-19 panic buying of Irish whiskey, down to my last few bottles of proper12. Also, makes an excellent hand sanitizer! Get here fast! @TheNotoriousMMA @TheIrish16pic.twitter.com/XZ2NIv1qez – at O'Briens Irish Pub","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Breaking News! <strong>Covid</strong>-19 panic buying of Irish whiskey, down to my last few bottles of proper12. Also, makes an excellent hand sanitizer! Get here fast! <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""369583954"" dir=""ltr"" href=""/TheNotoriousMMA""><s>@</s><b>TheNotoriousMMA</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1055467350949027846"" dir=""ltr"" href=""/TheIrish16""><s>@</s><b>TheIrish16</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/XZ2NIv1qez"">pic.twitter.com/XZ2NIv1qez</a><span class=""tweet-poi-geo-text""> – at <a class=""js-nav u-textUserColorHover js-geo-pivot-link"" data-nav=""search"" data-place-id=""07d9ec736d481002"" href=""/search?q=place%3A07d9ec736d481002"">O'Briens Irish Pub</a></span></p>",2020-03-09 23:59:33,[],https://twitter.com/ObriensIrishPub/status/1237166163320115201,COVID,34.0522,-118.2437,LA
1237163974799396864,Shoeshinegirl #SaferAtHome 🐶☮🍄🌏🎶🗽🌊🧻🚽,"Mayor @Alex4Hawthorne 
here's more information on COVID-19 
@hawthorneCAL
@RepMaxineWaters
@manhattanbeach
@ReadyInglewood
@votevets @SeniorSafe
@CADemsUnited

Have questions about coronavirus? Ask the experts - LIVE https://abc7.com/health/live-questions-about-coronavirus-ask-the-experts/5996527/ … via @abc7","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Mayor <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""361675903"" dir=""ltr"" href=""/Alex4Hawthorne""><s>@</s><b>Alex4Hawthorne</b></a> 
here's more information on <strong>COVID</strong>-19 
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2467974973"" dir=""ltr"" href=""/hawthorneCAL""><s>@</s><b>hawthorneCAL</b></a>
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""36686040"" dir=""ltr"" href=""/RepMaxineWaters""><s>@</s><b>RepMaxineWaters</b></a>
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""9337972"" dir=""ltr"" href=""/manhattanbeach""><s>@</s><b>manhattanbeach</b></a>
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1054496589400535040"" dir=""ltr"" href=""/ReadyInglewood""><s>@</s><b>ReadyInglewood</b></a>
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""16513335"" dir=""ltr"" href=""/votevets""><s>@</s><b>votevets</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2965473267"" dir=""ltr"" href=""/SeniorSafe""><s>@</s><b>SeniorSafe</b></a>
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""872129877616590849"" dir=""ltr"" href=""/CADemsUnited""><s>@</s><b>CADemsUnited</b></a>

Have questions about coronavirus? Ask the experts - LIVE <a class=""twitter-timeline-link"" data-expanded-url=""https://abc7.com/health/live-questions-about-coronavirus-ask-the-experts/5996527/"" dir=""ltr"" href=""https://t.co/CTeQTQsxh5"" rel=""nofollow noopener"" target=""_blank"" title=""https://abc7.com/health/live-questions-about-coronavirus-ask-the-experts/5996527/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">abc7.com/health/live-qu</span><span class=""invisible"">estions-about-coronavirus-ask-the-experts/5996527/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""16374678"" dir=""ltr"" href=""/ABC7""><s>@</s><b>abc7</b></a></p>",2020-03-09 23:50:51,[],https://twitter.com/Shoeshinegirl57/status/1237163974799396864,COVID,34.0522,-118.2437,LA
1237163878288478208,glasses,“professors stop looking at me when they talk about immunocompromised people dying of covid-19” challenge,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">“professors stop looking at me when they talk about immunocompromised people dying of <strong>covid</strong>-19” challenge</p>",2020-03-09 23:50:28,[],https://twitter.com/graaysea/status/1237163878288478208,COVID,34.0522,-118.2437,LA
1237160197556072453,Sr. Calín De La Pico-Union,"25 years ago, @snzippers accurately predicted COVID-19 with their song ""La Grippe"". Prove me wrong. 
Protip: you can't. https://youtu.be/ssCrJ-SVQHI ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">25 years ago, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15147032"" dir=""ltr"" href=""/snzippers""><s>@</s><b>snzippers</b></a> accurately predicted <strong>COVID</strong>-19 with their song ""La Grippe"". Prove me wrong. 
Protip: you can't. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://youtu.be/ssCrJ-SVQHI"" dir=""ltr"" href=""https://t.co/v3QI6qZkbI"" rel=""nofollow noopener"" target=""_blank"" title=""https://youtu.be/ssCrJ-SVQHI""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">youtu.be/ssCrJ-SVQHI</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",2020-03-09 23:35:51,[],https://twitter.com/mongewse/status/1237160197556072453,COVID,34.0522,-118.2437,LA
1237146776420810752,Rocky Jordan 🇺🇸,#COVID is 100% fatal in North Korea.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""et""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/COVID?src=hash""><s>#</s><b><strong>COVID</strong></b></a> is 100% fatal in North Korea.</p>",2020-03-09 22:42:31,['COVID'],https://twitter.com/hpreszler/status/1237146776420810752,COVID,34.0522,-118.2437,LA
1237143691933806593,Rocky Jordan 🇺🇸,#COVID are coming.  #COVID are coming.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/COVID?src=hash""><s>#</s><b><strong>COVID</strong></b></a> are coming.  <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/COVID?src=hash""><s>#</s><b><strong>COVID</strong></b></a> are coming.</p>",2020-03-09 22:30:15,"['COVID', 'COVID']",https://twitter.com/hpreszler/status/1237143691933806593,COVID,34.0522,-118.2437,LA
1237141496614096896,BRAD HERMAN,This is 5 days difference with very very very little testing done by the CDC. The real case count must be staggering. #COVID2019 #coronavirus #COVID pic.twitter.com/cuAS6tirh7,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">This is 5 days difference with very very very little testing done by the CDC. The real case count must be staggering. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/COVID2019?src=hash""><s>#</s><b>COVID2019</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/coronavirus?src=hash""><s>#</s><b>coronavirus</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/COVID?src=hash""><s>#</s><b><strong>COVID</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/cuAS6tirh7"">pic.twitter.com/cuAS6tirh7</a></p>",2020-03-09 22:21:32,"['COVID2019', 'coronavirus', 'COVID']",https://twitter.com/brad3d/status/1237141496614096896,COVID,34.0522,-118.2437,LA
1237134988249673729,Sydney Glide,When you pet Jethro after getting COVID-19. pic.twitter.com/b2JGzVwyBd,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">When you pet Jethro after getting <strong>COVID</strong>-19. <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/b2JGzVwyBd"">pic.twitter.com/b2JGzVwyBd</a></p>",2020-03-09 21:55:40,[],https://twitter.com/TheSydneyGlide/status/1237134988249673729,COVID,34.0522,-118.2437,LA
1237134350195363840,Annie Devine,CNN just said that if you go into self-quarantine due to COVID-19 exposure you should avoid petting your dog or cat but if I get it Jethro is getting it too we’re going down together,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">CNN just said that if you go into self-quarantine due to <strong>COVID</strong>-19 exposure you should avoid petting your dog or cat but if I get it Jethro is getting it too we’re going down together</p>",2020-03-09 21:53:08,[],https://twitter.com/Annie_Devine/status/1237134350195363840,COVID,34.0522,-118.2437,LA
1237133246493683712,Riverside County Now,Riverside County officials announce three new novel coronavirus cases (COVID-19) in Coachella Valley. https://twitter.com/RivCoDoc/status/1237132053583462400 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Riverside County officials announce three new novel coronavirus cases (<strong>COVID</strong>-19) in Coachella Valley. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/RivCoDoc/status/1237132053583462400"" dir=""ltr"" href=""https://t.co/Hx5WwrkPIk"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/RivCoDoc/status/1237132053583462400""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/RivCoDoc/statu</span><span class=""invisible"">s/1237132053583462400</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",2020-03-09 21:48:45,[],https://twitter.com/RivCoNow/status/1237133246493683712,COVID,34.0522,-118.2437,LA
